19:49:18.222: Position 1: FW75
19:51:27.672: Awarded: 0 pts
19:51:27.675: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.680: Awarded: 0 pts
19:51:27.827: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.829: Awarded: 0 pts
19:51:27.832: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.834: Awarded: 0 pts
19:51:27.837: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.839: Awarded: 0 pts
19:51:27.841: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.844: Awarded: 0 pts
19:51:27.851: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.854: Awarded: 0 pts
19:51:27.856: Message received: teamAwesome,p@55w04d,6,AA00
19:51:27.858: Awarded: 0 pts
19:51:27.954: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:27.955: Awarded: 0 pts
19:51:27.957: Message received: teamAwesome,p@55w04d,2,KH78
19:51:27.959: Awarded: 0 pts
19:51:27.961: Message received: teamAwesome,p@55w04d,3,KS79
19:51:27.963: Awarded: 0 pts
19:51:27.969: Message received: teamAwesome,p@55w04d,4,HH87
19:51:27.972: Awarded: 0 pts
19:51:27.979: Message received: teamAwesome,p@55w04d,5,AA00
19:51:27.992: Awarded: 0 pts
19:51:27.997: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.004: Awarded: 0 pts
19:51:28.085: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.088: Awarded: 0 pts
19:51:28.090: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.091: Awarded: 0 pts
19:51:28.093: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.099: Awarded: 0 pts
19:51:28.102: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.104: Awarded: 0 pts
19:51:28.106: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.109: Awarded: 0 pts
19:51:28.112: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.114: Awarded: 0 pts
19:51:28.211: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.213: Awarded: 0 pts
19:51:28.218: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.220: Awarded: 0 pts
19:51:28.224: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.233: Awarded: 0 pts
19:51:28.235: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.237: Awarded: 0 pts
19:51:28.238: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.241: Awarded: 0 pts
19:51:28.244: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.247: Awarded: 0 pts
19:51:28.358: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.360: Awarded: 0 pts
19:51:28.361: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.362: Awarded: 0 pts
19:51:28.364: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.367: Awarded: 0 pts
19:51:28.369: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.371: Awarded: 0 pts
19:51:28.373: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.375: Awarded: 0 pts
19:51:28.378: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.379: Awarded: 0 pts
19:51:28.491: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.493: Awarded: 0 pts
19:51:28.496: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.498: Awarded: 0 pts
19:51:28.503: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.507: Awarded: 0 pts
19:51:28.511: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.513: Awarded: 0 pts
19:51:28.519: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.523: Awarded: 0 pts
19:51:28.527: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.531: Awarded: 0 pts
19:51:28.626: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.628: Awarded: 0 pts
19:51:28.629: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.631: Awarded: 0 pts
19:51:28.634: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.635: Awarded: 0 pts
19:51:28.645: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.647: Awarded: 0 pts
19:51:28.651: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.658: Awarded: 0 pts
19:51:28.661: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.668: Awarded: 0 pts
19:51:28.759: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.761: Awarded: 0 pts
19:51:28.766: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.769: Awarded: 0 pts
19:51:28.774: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.776: Awarded: 0 pts
19:51:28.787: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.792: Awarded: 0 pts
19:51:28.796: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.803: Awarded: 0 pts
19:51:28.806: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.809: Awarded: 0 pts
19:51:28.919: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:28.931: Awarded: 0 pts
19:51:28.934: Message received: teamAwesome,p@55w04d,2,KH78
19:51:28.936: Awarded: 0 pts
19:51:28.937: Message received: teamAwesome,p@55w04d,3,KS79
19:51:28.940: Awarded: 0 pts
19:51:28.941: Message received: teamAwesome,p@55w04d,4,HH87
19:51:28.943: Awarded: 0 pts
19:51:28.945: Message received: teamAwesome,p@55w04d,5,AA00
19:51:28.950: Awarded: 0 pts
19:51:28.952: Message received: teamAwesome,p@55w04d,6,AA00
19:51:28.955: Awarded: 0 pts
19:51:29.074: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.076: Awarded: 0 pts
19:51:29.077: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.079: Awarded: 0 pts
19:51:29.082: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.085: Awarded: 0 pts
19:51:29.089: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.094: Awarded: 0 pts
19:51:29.098: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.102: Awarded: 0 pts
19:51:29.105: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.109: Awarded: 0 pts
19:51:29.186: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.189: Awarded: 0 pts
19:51:29.192: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.194: Awarded: 0 pts
19:51:29.201: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.205: Awarded: 0 pts
19:51:29.207: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.209: Awarded: 0 pts
19:51:29.212: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.215: Awarded: 0 pts
19:51:29.219: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.221: Awarded: 0 pts
19:51:29.334: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.338: Awarded: 0 pts
19:51:29.340: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.342: Awarded: 0 pts
19:51:29.343: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.347: Awarded: 0 pts
19:51:29.349: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.351: Awarded: 0 pts
19:51:29.353: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.357: Awarded: 0 pts
19:51:29.361: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.366: Awarded: 0 pts
19:51:29.513: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.516: Awarded: 0 pts
19:51:29.517: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.520: Awarded: 0 pts
19:51:29.522: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.525: Awarded: 0 pts
19:51:29.530: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.536: Awarded: 0 pts
19:51:29.539: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.557: Awarded: 0 pts
19:51:29.573: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.579: Awarded: 0 pts
19:51:29.664: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.666: Awarded: 0 pts
19:51:29.668: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.670: Awarded: 0 pts
19:51:29.672: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.674: Awarded: 0 pts
19:51:29.677: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.681: Awarded: 0 pts
19:51:29.683: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.685: Awarded: 0 pts
19:51:29.688: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.690: Awarded: 0 pts
19:51:29.797: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.799: Awarded: 0 pts
19:51:29.801: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.804: Awarded: 0 pts
19:51:29.805: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.807: Awarded: 0 pts
19:51:29.814: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.817: Awarded: 0 pts
19:51:29.820: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.821: Awarded: 0 pts
19:51:29.823: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.824: Awarded: 0 pts
19:51:29.920: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:29.923: Awarded: 0 pts
19:51:29.925: Message received: teamAwesome,p@55w04d,2,KH78
19:51:29.927: Awarded: 0 pts
19:51:29.928: Message received: teamAwesome,p@55w04d,3,KS79
19:51:29.930: Awarded: 0 pts
19:51:29.937: Message received: teamAwesome,p@55w04d,4,HH87
19:51:29.940: Awarded: 0 pts
19:51:29.944: Message received: teamAwesome,p@55w04d,5,AA00
19:51:29.946: Awarded: 0 pts
19:51:29.948: Message received: teamAwesome,p@55w04d,6,AA00
19:51:29.952: Awarded: 0 pts
19:51:30.041: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.044: Awarded: 0 pts
19:51:30.046: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.048: Awarded: 0 pts
19:51:30.055: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.057: Awarded: 0 pts
19:51:30.060: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.067: Awarded: 0 pts
19:51:30.072: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.076: Awarded: 0 pts
19:51:30.079: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.082: Awarded: 0 pts
19:51:30.174: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.176: Awarded: 0 pts
19:51:30.179: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.182: Awarded: 0 pts
19:51:30.184: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.187: Awarded: 0 pts
19:51:30.191: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.194: Awarded: 0 pts
19:51:30.196: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.199: Awarded: 0 pts
19:51:30.201: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.207: Awarded: 0 pts
19:51:30.288: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.290: Awarded: 0 pts
19:51:30.294: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.297: Awarded: 0 pts
19:51:30.299: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.300: Awarded: 0 pts
19:51:30.303: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.307: Awarded: 0 pts
19:51:30.309: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.311: Awarded: 0 pts
19:51:30.314: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.318: Awarded: 0 pts
19:51:30.473: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.475: Awarded: 0 pts
19:51:30.478: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.482: Awarded: 0 pts
19:51:30.484: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.486: Awarded: 0 pts
19:51:30.492: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.494: Awarded: 0 pts
19:51:30.498: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.499: Awarded: 0 pts
19:51:30.502: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.511: Awarded: 0 pts
19:51:30.616: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.618: Awarded: 0 pts
19:51:30.619: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.621: Awarded: 0 pts
19:51:30.623: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.628: Awarded: 0 pts
19:51:30.633: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.637: Awarded: 0 pts
19:51:30.644: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.652: Awarded: 0 pts
19:51:30.658: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.665: Awarded: 0 pts
19:51:30.803: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.805: Awarded: 0 pts
19:51:30.809: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.811: Awarded: 0 pts
19:51:30.816: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.819: Awarded: 0 pts
19:51:30.822: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.826: Awarded: 0 pts
19:51:30.831: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.836: Awarded: 0 pts
19:51:30.841: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.845: Awarded: 0 pts
19:51:30.940: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:30.942: Awarded: 0 pts
19:51:30.945: Message received: teamAwesome,p@55w04d,2,KH78
19:51:30.949: Awarded: 0 pts
19:51:30.952: Message received: teamAwesome,p@55w04d,3,KS79
19:51:30.955: Awarded: 0 pts
19:51:30.957: Message received: teamAwesome,p@55w04d,4,HH87
19:51:30.959: Awarded: 0 pts
19:51:30.961: Message received: teamAwesome,p@55w04d,5,AA00
19:51:30.967: Awarded: 0 pts
19:51:30.969: Message received: teamAwesome,p@55w04d,6,AA00
19:51:30.971: Awarded: 0 pts
19:51:31.013: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.015: Awarded: 0 pts
19:51:31.016: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.018: Awarded: 0 pts
19:51:31.020: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.023: Awarded: 0 pts
19:51:31.027: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.029: Awarded: 0 pts
19:51:31.031: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.034: Awarded: 0 pts
19:51:31.037: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.042: Awarded: 0 pts
19:51:31.166: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.168: Awarded: 0 pts
19:51:31.172: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.176: Awarded: 0 pts
19:51:31.181: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.183: Awarded: 0 pts
19:51:31.190: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.194: Awarded: 0 pts
19:51:31.203: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.208: Awarded: 0 pts
19:51:31.221: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.223: Awarded: 0 pts
19:51:31.308: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.310: Awarded: 0 pts
19:51:31.312: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.318: Awarded: 0 pts
19:51:31.322: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.324: Awarded: 0 pts
19:51:31.326: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.330: Awarded: 0 pts
19:51:31.331: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.334: Awarded: 0 pts
19:51:31.337: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.340: Awarded: 0 pts
19:51:31.483: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.485: Awarded: 0 pts
19:51:31.488: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.490: Awarded: 0 pts
19:51:31.493: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.494: Awarded: 0 pts
19:51:31.496: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.498: Awarded: 0 pts
19:51:31.503: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.505: Awarded: 0 pts
19:51:31.508: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.510: Awarded: 0 pts
19:51:31.591: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.594: Awarded: 0 pts
19:51:31.596: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.600: Awarded: 0 pts
19:51:31.609: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.612: Awarded: 0 pts
19:51:31.617: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.622: Awarded: 0 pts
19:51:31.627: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.629: Awarded: 0 pts
19:51:31.634: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.640: Awarded: 0 pts
19:51:31.804: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.807: Awarded: 0 pts
19:51:31.809: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.811: Awarded: 0 pts
19:51:31.813: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.816: Awarded: 0 pts
19:51:31.820: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.826: Awarded: 0 pts
19:51:31.830: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.833: Awarded: 0 pts
19:51:31.835: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.839: Awarded: 0 pts
19:51:31.902: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:31.904: Awarded: 0 pts
19:51:31.907: Message received: teamAwesome,p@55w04d,2,KH78
19:51:31.911: Awarded: 0 pts
19:51:31.913: Message received: teamAwesome,p@55w04d,3,KS79
19:51:31.916: Awarded: 0 pts
19:51:31.920: Message received: teamAwesome,p@55w04d,4,HH87
19:51:31.922: Awarded: 0 pts
19:51:31.925: Message received: teamAwesome,p@55w04d,5,AA00
19:51:31.932: Awarded: 0 pts
19:51:31.934: Message received: teamAwesome,p@55w04d,6,AA00
19:51:31.938: Awarded: 0 pts
19:51:32.048: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.050: Awarded: 0 pts
19:51:32.052: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.054: Awarded: 0 pts
19:51:32.056: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.061: Awarded: 0 pts
19:51:32.063: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.075: Awarded: 0 pts
19:51:32.077: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.080: Awarded: 0 pts
19:51:32.084: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.086: Awarded: 0 pts
19:51:32.158: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.160: Awarded: 0 pts
19:51:32.164: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.168: Awarded: 0 pts
19:51:32.175: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.187: Awarded: 0 pts
19:51:32.191: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.198: Awarded: 0 pts
19:51:32.205: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.210: Awarded: 0 pts
19:51:32.214: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.220: Awarded: 0 pts
19:51:32.347: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.348: Awarded: 0 pts
19:51:32.352: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.354: Awarded: 0 pts
19:51:32.359: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.363: Awarded: 0 pts
19:51:32.366: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.370: Awarded: 0 pts
19:51:32.376: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.378: Awarded: 0 pts
19:51:32.380: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.382: Awarded: 0 pts
19:51:32.480: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.482: Awarded: 0 pts
19:51:32.489: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.491: Awarded: 0 pts
19:51:32.495: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.498: Awarded: 0 pts
19:51:32.500: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.504: Awarded: 0 pts
19:51:32.506: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.510: Awarded: 0 pts
19:51:32.514: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.517: Awarded: 0 pts
19:51:32.556: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.560: Awarded: 0 pts
19:51:32.562: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.564: Awarded: 0 pts
19:51:32.566: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.571: Awarded: 0 pts
19:51:32.574: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.582: Awarded: 0 pts
19:51:32.586: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.588: Awarded: 0 pts
19:51:32.590: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.591: Awarded: 0 pts
19:51:32.757: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:32.774: Awarded: 0 pts
19:51:32.776: Message received: teamAwesome,p@55w04d,2,KH78
19:51:32.779: Awarded: 0 pts
19:51:32.782: Message received: teamAwesome,p@55w04d,3,KS79
19:51:32.785: Awarded: 0 pts
19:51:32.792: Message received: teamAwesome,p@55w04d,4,HH87
19:51:32.795: Awarded: 0 pts
19:51:32.798: Message received: teamAwesome,p@55w04d,5,AA00
19:51:32.804: Awarded: 0 pts
19:51:32.807: Message received: teamAwesome,p@55w04d,6,AA00
19:51:32.811: Awarded: 0 pts
19:51:33.020: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.024: Awarded: 0 pts
19:51:33.026: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.029: Awarded: 0 pts
19:51:33.031: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.035: Awarded: 0 pts
19:51:33.040: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.043: Awarded: 0 pts
19:51:33.046: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.051: Awarded: 0 pts
19:51:33.054: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.058: Awarded: 0 pts
19:51:33.098: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.111: Awarded: 0 pts
19:51:33.117: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.122: Awarded: 0 pts
19:51:33.125: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.126: Awarded: 0 pts
19:51:33.129: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.131: Awarded: 0 pts
19:51:33.132: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.143: Awarded: 0 pts
19:51:33.150: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.151: Awarded: 0 pts
19:51:33.267: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.283: Awarded: 0 pts
19:51:33.300: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.306: Awarded: 0 pts
19:51:33.308: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.310: Awarded: 0 pts
19:51:33.313: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.314: Awarded: 0 pts
19:51:33.315: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.320: Awarded: 0 pts
19:51:33.324: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.326: Awarded: 0 pts
19:51:33.538: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.544: Awarded: 0 pts
19:51:33.550: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.553: Awarded: 0 pts
19:51:33.557: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.559: Awarded: 0 pts
19:51:33.565: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.568: Awarded: 0 pts
19:51:33.577: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.579: Awarded: 0 pts
19:51:33.585: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.587: Awarded: 0 pts
19:51:33.700: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.703: Awarded: 0 pts
19:51:33.706: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.709: Awarded: 0 pts
19:51:33.712: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.715: Awarded: 0 pts
19:51:33.718: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.721: Awarded: 0 pts
19:51:33.725: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.730: Awarded: 0 pts
19:51:33.733: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.736: Awarded: 0 pts
19:51:33.921: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:33.923: Awarded: 0 pts
19:51:33.925: Message received: teamAwesome,p@55w04d,2,KH78
19:51:33.927: Awarded: 0 pts
19:51:33.928: Message received: teamAwesome,p@55w04d,3,KS79
19:51:33.932: Awarded: 0 pts
19:51:33.934: Message received: teamAwesome,p@55w04d,4,HH87
19:51:33.936: Awarded: 0 pts
19:51:33.944: Message received: teamAwesome,p@55w04d,5,AA00
19:51:33.947: Awarded: 0 pts
19:51:33.951: Message received: teamAwesome,p@55w04d,6,AA00
19:51:33.952: Awarded: 0 pts
19:51:34.049: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.052: Awarded: 0 pts
19:51:34.055: Message received: teamAwesome,p@55w04d,2,KH78
19:51:34.057: Awarded: 0 pts
19:51:34.060: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.063: Awarded: 0 pts
19:51:34.071: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.077: Awarded: 0 pts
19:51:34.081: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.085: Awarded: 0 pts
19:51:34.089: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.095: Awarded: 0 pts
19:51:34.269: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.271: Awarded: 0 pts
19:51:34.273: Message received: teamAwesome,p@55w04d,2,KH78
19:51:34.275: Awarded: 0 pts
19:51:34.277: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.280: Awarded: 0 pts
19:51:34.286: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.288: Awarded: 0 pts
19:51:34.292: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.296: Awarded: 0 pts
19:51:34.300: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.307: Awarded: 0 pts
19:51:34.483: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.507: Awarded: 0 pts
19:51:34.508: Message received: teamAwesome,p@55w04d,2,KH78
19:51:34.510: Awarded: 0 pts
19:51:34.511: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.513: Awarded: 0 pts
19:51:34.514: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.518: Awarded: 0 pts
19:51:34.522: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.527: Awarded: 0 pts
19:51:34.532: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.535: Awarded: 0 pts
19:51:34.615: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.617: Awarded: 0 pts
19:51:34.619: Message received: teamAwesome,p@55w04d,2,KH78
