19:38:38.277: Position 1: JG88
19:40:49.858: Awarded: 0 pts
19:40:49.860: Message received: teamAwesome,p@55w04d,3,NA17
19:40:49.863: Awarded: 6 pts
19:40:49.866: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:49.870: Awarded: 0 pts
19:40:49.874: Message received: teamAwesome,p@55w04d,5,AL28
19:40:49.877: Awarded: 6 pts
19:40:49.881: Message received: teamAwesome,p@55w04d,6,AA00
19:40:49.885: Awarded: 0 pts
19:40:50.005: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.006: Awarded: 0 pts
19:40:50.008: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.010: Awarded: 0 pts
19:40:50.012: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.014: Awarded: 6 pts
19:40:50.016: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.021: Awarded: 0 pts
19:40:50.024: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.025: Awarded: 6 pts
19:40:50.034: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.037: Awarded: 0 pts
19:40:50.185: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.188: Awarded: 0 pts
19:40:50.190: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.191: Awarded: 0 pts
19:40:50.194: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.196: Awarded: 6 pts
19:40:50.198: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.200: Awarded: 0 pts
19:40:50.202: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.206: Awarded: 6 pts
19:40:50.209: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.211: Awarded: 0 pts
19:40:50.287: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.289: Awarded: 0 pts
19:40:50.294: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.302: Awarded: 0 pts
19:40:50.305: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.310: Awarded: 6 pts
19:40:50.317: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.320: Awarded: 0 pts
19:40:50.324: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.327: Awarded: 6 pts
19:40:50.332: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.335: Awarded: 0 pts
19:40:50.404: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.405: Awarded: 0 pts
19:40:50.409: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.412: Awarded: 0 pts
19:40:50.418: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.420: Awarded: 6 pts
19:40:50.422: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.424: Awarded: 0 pts
19:40:50.426: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.428: Awarded: 6 pts
19:40:50.431: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.435: Awarded: 0 pts
19:40:50.613: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.615: Awarded: 0 pts
19:40:50.618: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.623: Awarded: 0 pts
19:40:50.633: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.641: Awarded: 6 pts
19:40:50.646: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.652: Awarded: 0 pts
19:40:50.655: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.661: Awarded: 6 pts
19:40:50.665: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.668: Awarded: 0 pts
19:40:50.710: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.714: Awarded: 0 pts
19:40:50.716: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.721: Awarded: 0 pts
19:40:50.724: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.731: Awarded: 6 pts
19:40:50.736: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.742: Awarded: 0 pts
19:40:50.745: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.748: Awarded: 6 pts
19:40:50.754: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.764: Awarded: 0 pts
19:40:50.785: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.788: Awarded: 0 pts
19:40:50.791: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.793: Awarded: 0 pts
19:40:50.801: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.809: Awarded: 6 pts
19:40:50.814: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.818: Awarded: 0 pts
19:40:50.823: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.827: Awarded: 6 pts
19:40:50.835: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.842: Awarded: 0 pts
19:40:50.945: Message received: teamAwesome,p@55w04d,1,OL77
19:40:50.948: Awarded: 0 pts
19:40:50.951: Message received: teamAwesome,p@55w04d,2,HH77
19:40:50.953: Awarded: 0 pts
19:40:50.954: Message received: teamAwesome,p@55w04d,3,NA17
19:40:50.959: Awarded: 6 pts
19:40:50.963: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:50.965: Awarded: 0 pts
19:40:50.966: Message received: teamAwesome,p@55w04d,5,AL28
19:40:50.975: Awarded: 6 pts
19:40:50.977: Message received: teamAwesome,p@55w04d,6,AA00
19:40:50.982: Awarded: 0 pts
19:40:51.093: Message received: teamAwesome,p@55w04d,1,OL77
19:40:51.096: Awarded: 0 pts
19:40:51.098: Message received: teamAwesome,p@55w04d,2,HH77
19:40:51.102: Awarded: 0 pts
19:40:51.105: Message received: teamAwesome,p@55w04d,3,NA17
19:40:51.107: Awarded: 6 pts
19:40:51.109: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:51.111: Awarded: 0 pts
19:40:51.119: Message received: teamAwesome,p@55w04d,5,AL28
19:40:51.124: Awarded: 6 pts
19:40:51.129: Message received: teamAwesome,p@55w04d,6,AA00
19:40:51.132: Awarded: 0 pts
19:40:52.029: Message received: teamAwesome,p@55w04d,1,OL77
19:40:52.032: Awarded: 0 pts
19:40:52.034: Message received: teamAwesome,p@55w04d,2,HH77
19:40:52.038: Awarded: 0 pts
19:40:52.046: Message received: teamAwesome,p@55w04d,3,NA17
19:40:52.049: Awarded: 6 pts
19:40:52.055: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:52.058: Awarded: 0 pts
19:40:52.060: Message received: teamAwesome,p@55w04d,5,AL28
19:40:52.063: Awarded: 6 pts
19:40:52.065: Message received: teamAwesome,p@55w04d,6,AA00
19:40:52.070: Awarded: 0 pts
19:40:52.141: Message received: teamAwesome,p@55w04d,1,OL77
19:40:52.144: Awarded: 0 pts
19:40:52.150: Message received: teamAwesome,p@55w04d,2,HH77
19:40:52.157: Awarded: 0 pts
19:40:52.159: Message received: teamAwesome,p@55w04d,3,NA17
19:40:52.161: Awarded: 6 pts
19:40:52.174: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:52.176: Awarded: 0 pts
19:40:52.179: Message received: teamAwesome,p@55w04d,5,AL28
19:40:52.183: Awarded: 6 pts
19:40:52.196: Message received: teamAwesome,p@55w04d,6,AA00
19:40:52.197: Awarded: 0 pts
19:40:52.214: Message received: teamAwesome,p@55w04d,1,OL77
19:40:52.216: Awarded: 0 pts
19:40:52.218: Message received: teamAwesome,p@55w04d,2,HH77
19:40:52.227: Awarded: 0 pts
19:40:52.229: Message received: teamAwesome,p@55w04d,3,NA17
19:40:52.231: Awarded: 6 pts
19:40:52.234: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:52.263: Awarded: 0 pts
19:40:52.267: Message received: teamAwesome,p@55w04d,5,AL28
19:40:52.270: Awarded: 6 pts
19:40:52.273: Message received: teamAwesome,p@55w04d,6,AA00
19:40:52.276: Awarded: 0 pts
19:40:52.278: Message received: teamAwesome,p@55w04d,1,OL77
19:40:52.279: Awarded: 0 pts
19:40:52.281: Message received: teamAwesome,p@55w04d,2,HH77
19:40:52.283: Awarded: 0 pts
19:40:52.285: Message received: teamAwesome,p@55w04d,3,NA17
19:40:52.287: Awarded: 6 pts
19:40:52.289: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:52.292: Awarded: 0 pts
19:40:52.294: Message received: teamAwesome,p@55w04d,5,AL28
19:40:52.295: Awarded: 6 pts
19:40:52.298: Message received: teamAwesome,p@55w04d,6,AA00
19:40:52.303: Awarded: 0 pts
19:40:52.353: Message received: teamAwesome,p@55w04d,1,OL77
19:40:52.355: Awarded: 0 pts
19:40:52.358: Message received: teamAwesome,p@55w04d,2,HH77
19:40:52.362: Awarded: 0 pts
19:40:52.366: Message received: teamAwesome,p@55w04d,3,NA17
19:40:52.371: Awarded: 6 pts
19:40:52.374: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:52.376: Awarded: 0 pts
19:40:52.378: Message received: teamAwesome,p@55w04d,5,AL28
19:40:52.380: Awarded: 6 pts
19:40:52.385: Message received: teamAwesome,p@55w04d,6,AA00
19:40:52.388: Awarded: 0 pts
19:40:53.460: Message received: teamAwesome,p@55w04d,1,OL77
19:40:53.464: Awarded: 0 pts
19:40:53.466: Message received: teamAwesome,p@55w04d,2,HH77
19:40:53.468: Awarded: 0 pts
19:40:53.469: Message received: teamAwesome,p@55w04d,3,NA17
19:40:53.472: Awarded: 6 pts
19:40:53.476: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:53.479: Awarded: 0 pts
19:40:53.481: Message received: teamAwesome,p@55w04d,5,AL28
19:40:53.483: Awarded: 6 pts
19:40:53.488: Message received: teamAwesome,p@55w04d,6,AA00
19:40:53.491: Awarded: 0 pts
19:40:54.099: Message received: teamAwesome,p@55w04d,1,OL77
19:40:54.101: Awarded: 0 pts
19:40:54.103: Message received: teamAwesome,p@55w04d,2,HH77
19:40:54.107: Awarded: 0 pts
19:40:54.109: Message received: teamAwesome,p@55w04d,3,NA17
19:40:54.113: Awarded: 6 pts
19:40:54.122: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:54.128: Awarded: 0 pts
19:40:54.133: Message received: teamAwesome,p@55w04d,5,AL28
19:40:54.138: Awarded: 6 pts
19:40:54.143: Message received: teamAwesome,p@55w04d,6,AA00
19:40:54.146: Awarded: 0 pts
19:40:54.562: Message received: teamAwesome,p@55w04d,1,OL77
19:40:54.566: Awarded: 0 pts
19:40:54.569: Message received: teamAwesome,p@55w04d,2,HH77
19:40:54.571: Awarded: 0 pts
19:40:54.573: Message received: teamAwesome,p@55w04d,3,NA17
19:40:54.574: Awarded: 6 pts
19:40:54.577: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:54.581: Awarded: 0 pts
19:40:54.586: Message received: teamAwesome,p@55w04d,5,AL28
19:40:54.591: Awarded: 6 pts
19:40:54.595: Message received: teamAwesome,p@55w04d,6,T4LJ
19:40:54.599: Awarded: 0 pts
19:40:55.448: Message received: teamAwesome,p@55w04d,1,OL77
19:40:55.452: Awarded: 0 pts
19:40:55.455: Message received: teamAwesome,p@55w04d,2,HH77
19:40:55.457: Awarded: 0 pts
19:40:55.460: Message received: teamAwesome,p@55w04d,3,NA17
19:40:55.463: Awarded: 6 pts
19:40:55.466: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:55.469: Awarded: 0 pts
19:40:55.473: Message received: teamAwesome,p@55w04d,5,AL28
19:40:55.478: Awarded: 6 pts
19:40:55.481: Message received: teamAwesome,p@55w04d,6,HH88
19:40:55.484: Awarded: 0 pts
19:40:56.229: Message received: teamAwesome,p@55w04d,1,OL77
19:40:56.232: Awarded: 0 pts
19:40:56.234: Message received: teamAwesome,p@55w04d,2,HH77
19:40:56.238: Awarded: 0 pts
19:40:56.241: Message received: teamAwesome,p@55w04d,3,NA17
19:40:56.247: Awarded: 6 pts
19:40:56.253: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:56.259: Awarded: 0 pts
19:40:56.263: Message received: teamAwesome,p@55w04d,5,AL28
19:40:56.266: Awarded: 6 pts
19:40:56.269: Message received: teamAwesome,p@55w04d,6,HH88
19:40:56.272: Awarded: 0 pts
19:40:56.387: Message received: teamAwesome,p@55w04d,1,OL77
19:40:56.392: Awarded: 0 pts
19:40:56.401: Message received: teamAwesome,p@55w04d,2,HH77
19:40:56.406: Awarded: 0 pts
19:40:56.411: Message received: teamAwesome,p@55w04d,3,NA17
19:40:56.417: Awarded: 6 pts
19:40:56.419: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:56.422: Awarded: 0 pts
19:40:56.424: Message received: teamAwesome,p@55w04d,5,AL28
19:40:56.427: Awarded: 6 pts
19:40:56.433: Message received: teamAwesome,p@55w04d,6,HH88
19:40:56.436: Awarded: 0 pts
19:40:56.470: Message received: teamAwesome,p@55w04d,1,OL77
19:40:56.473: Awarded: 0 pts
19:40:56.477: Message received: teamAwesome,p@55w04d,2,HH77
19:40:56.480: Awarded: 0 pts
19:40:56.485: Message received: teamAwesome,p@55w04d,3,NA17
19:40:56.487: Awarded: 6 pts
19:40:56.491: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:56.494: Awarded: 0 pts
19:40:56.496: Message received: teamAwesome,p@55w04d,5,AL28
19:40:56.499: Awarded: 6 pts
19:40:56.501: Message received: teamAwesome,p@55w04d,6,HH88
19:40:56.504: Awarded: 0 pts
19:40:56.549: Message received: teamAwesome,p@55w04d,1,OL77
19:40:56.552: Awarded: 0 pts
19:40:56.554: Message received: teamAwesome,p@55w04d,2,HH77
19:40:56.556: Awarded: 0 pts
19:40:56.559: Message received: teamAwesome,p@55w04d,3,NA17
19:40:56.565: Awarded: 6 pts
19:40:56.575: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:56.582: Awarded: 0 pts
19:40:56.603: Message received: teamAwesome,p@55w04d,5,AL28
19:40:56.606: Awarded: 6 pts
19:40:56.610: Message received: teamAwesome,p@55w04d,6,HH88
19:40:56.612: Awarded: 0 pts
19:40:57.500: Message received: teamAwesome,p@55w04d,1,OL77
19:40:57.502: Awarded: 0 pts
19:40:57.505: Message received: teamAwesome,p@55w04d,2,HH77
19:40:57.510: Awarded: 0 pts
19:40:57.512: Message received: teamAwesome,p@55w04d,3,NA17
19:40:57.518: Awarded: 6 pts
19:40:57.524: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:57.528: Awarded: 0 pts
19:40:57.533: Message received: teamAwesome,p@55w04d,5,AL28
19:40:57.538: Awarded: 6 pts
19:40:57.540: Message received: teamAwesome,p@55w04d,6,HH88
19:40:57.548: Awarded: 0 pts
19:40:57.563: Message received: teamAwesome,p@55w04d,1,OL77
19:40:57.566: Awarded: 0 pts
19:40:57.570: Message received: teamAwesome,p@55w04d,2,HH77
19:40:57.577: Awarded: 0 pts
19:40:57.581: Message received: teamAwesome,p@55w04d,3,NA17
19:40:57.587: Awarded: 6 pts
19:40:57.593: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:57.599: Awarded: 0 pts
19:40:57.603: Message received: teamAwesome,p@55w04d,5,AL28
19:40:57.607: Awarded: 6 pts
19:40:57.611: Message received: teamAwesome,p@55w04d,6,HH88
19:40:57.613: Awarded: 0 pts
19:40:57.616: Message received: teamAwesome,p@55w04d,1,OL77
19:40:57.618: Awarded: 0 pts
19:40:57.622: Message received: teamAwesome,p@55w04d,2,HH77
19:40:57.626: Awarded: 0 pts
19:40:57.629: Message received: teamAwesome,p@55w04d,3,NA17
19:40:57.632: Awarded: 6 pts
19:40:57.634: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:57.636: Awarded: 0 pts
19:40:57.640: Message received: teamAwesome,p@55w04d,5,AL28
19:40:57.644: Awarded: 6 pts
19:40:57.647: Message received: teamAwesome,p@55w04d,6,HH88
19:40:57.649: Awarded: 0 pts
19:40:57.675: Message received: teamAwesome,p@55w04d,1,OL77
19:40:57.677: Awarded: 0 pts
19:40:57.679: Message received: teamAwesome,p@55w04d,2,HH77
19:40:57.683: Awarded: 0 pts
19:40:57.685: Message received: teamAwesome,p@55w04d,3,NA17
19:40:57.687: Awarded: 6 pts
19:40:57.690: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:57.694: Awarded: 0 pts
19:40:57.697: Message received: teamAwesome,p@55w04d,5,AL28
19:40:57.703: Awarded: 6 pts
19:40:57.706: Message received: teamAwesome,p@55w04d,6,HH88
19:40:57.710: Awarded: 0 pts
19:40:57.749: Message received: teamAwesome,p@55w04d,1,OL77
19:40:57.751: Awarded: 0 pts
19:40:57.754: Message received: teamAwesome,p@55w04d,2,HH77
19:40:57.760: Awarded: 0 pts
19:40:57.766: Message received: teamAwesome,p@55w04d,3,NA17
19:40:57.774: Awarded: 6 pts
19:40:57.778: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:57.781: Awarded: 0 pts
19:40:57.782: Message received: teamAwesome,p@55w04d,5,AL28
19:40:57.785: Awarded: 6 pts
19:40:57.789: Message received: teamAwesome,p@55w04d,6,HH88
19:40:57.797: Awarded: 0 pts
19:40:58.797: Message received: teamAwesome,p@55w04d,1,OL77
19:40:58.802: Awarded: 0 pts
19:40:58.804: Message received: teamAwesome,p@55w04d,2,HH77
19:40:58.806: Awarded: 0 pts
19:40:58.810: Message received: teamAwesome,p@55w04d,3,NA17
19:40:58.819: Awarded: 6 pts
19:40:58.822: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:58.827: Awarded: 0 pts
19:40:58.832: Message received: teamAwesome,p@55w04d,5,AL28
19:40:58.834: Awarded: 6 pts
19:40:58.836: Message received: teamAwesome,p@55w04d,6,HH88
19:40:58.841: Awarded: 0 pts
19:40:58.849: Message received: teamAwesome,p@55w04d,1,OL77
19:40:58.851: Awarded: 0 pts
19:40:58.853: Message received: teamAwesome,p@55w04d,2,HH77
19:40:58.856: Awarded: 0 pts
19:40:58.861: Message received: teamAwesome,p@55w04d,3,NA17
19:40:58.865: Awarded: 6 pts
19:40:58.867: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:58.870: Awarded: 0 pts
19:40:58.873: Message received: teamAwesome,p@55w04d,5,AL28
19:40:58.876: Awarded: 6 pts
19:40:58.879: Message received: teamAwesome,p@55w04d,6,HH88
19:40:58.881: Awarded: 0 pts
19:40:58.917: Message received: teamAwesome,p@55w04d,1,OL77
19:40:58.920: Awarded: 0 pts
19:40:58.922: Message received: teamAwesome,p@55w04d,2,HH77
19:40:58.925: Awarded: 0 pts
19:40:58.933: Message received: teamAwesome,p@55w04d,3,NA17
19:40:58.946: Awarded: 6 pts
19:40:58.951: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:58.953: Awarded: 0 pts
19:40:58.956: Message received: teamAwesome,p@55w04d,5,AL28
19:40:58.959: Awarded: 6 pts
19:40:58.962: Message received: teamAwesome,p@55w04d,6,HH88
19:40:58.965: Awarded: 0 pts
19:40:58.981: Message received: teamAwesome,p@55w04d,1,OL77
19:40:58.984: Awarded: 0 pts
19:40:58.989: Message received: teamAwesome,p@55w04d,2,HH77
19:40:58.992: Awarded: 0 pts
19:40:58.996: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.000: Awarded: 6 pts
19:40:59.006: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.009: Awarded: 0 pts
19:40:59.012: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.015: Awarded: 6 pts
19:40:59.020: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.022: Awarded: 0 pts
19:40:59.036: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.039: Awarded: 0 pts
19:40:59.043: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.046: Awarded: 0 pts
19:40:59.051: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.054: Awarded: 6 pts
19:40:59.056: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.060: Awarded: 0 pts
19:40:59.064: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.066: Awarded: 6 pts
19:40:59.069: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.071: Awarded: 0 pts
19:40:59.100: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.103: Awarded: 0 pts
19:40:59.105: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.112: Awarded: 0 pts
19:40:59.115: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.118: Awarded: 6 pts
19:40:59.125: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.128: Awarded: 0 pts
19:40:59.130: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.134: Awarded: 6 pts
19:40:59.139: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.142: Awarded: 0 pts
19:40:59.169: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.173: Awarded: 0 pts
19:40:59.178: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.188: Awarded: 0 pts
19:40:59.193: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.204: Awarded: 6 pts
19:40:59.210: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.215: Awarded: 0 pts
19:40:59.218: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.221: Awarded: 6 pts
19:40:59.225: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.230: Awarded: 0 pts
19:40:59.238: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.244: Awarded: 0 pts
19:40:59.247: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.250: Awarded: 0 pts
19:40:59.255: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.258: Awarded: 6 pts
19:40:59.261: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.266: Awarded: 0 pts
19:40:59.269: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.271: Awarded: 6 pts
19:40:59.276: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.279: Awarded: 0 pts
19:40:59.408: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.410: Awarded: 0 pts
19:40:59.413: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.415: Awarded: 0 pts
19:40:59.417: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.422: Awarded: 6 pts
19:40:59.427: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.431: Awarded: 0 pts
19:40:59.439: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.444: Awarded: 6 pts
19:40:59.448: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.452: Awarded: 0 pts
19:40:59.575: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.577: Awarded: 0 pts
19:40:59.579: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.584: Awarded: 0 pts
19:40:59.591: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.593: Awarded: 6 pts
19:40:59.603: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.612: Awarded: 0 pts
19:40:59.620: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.625: Awarded: 6 pts
19:40:59.631: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.636: Awarded: 0 pts
19:40:59.669: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.673: Awarded: 0 pts
19:40:59.687: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.693: Awarded: 0 pts
19:40:59.696: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.699: Awarded: 6 pts
19:40:59.701: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.707: Awarded: 0 pts
19:40:59.711: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.715: Awarded: 6 pts
19:40:59.718: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.722: Awarded: 0 pts
19:40:59.817: Message received: teamAwesome,p@55w04d,1,OL77
19:40:59.819: Awarded: 0 pts
19:40:59.822: Message received: teamAwesome,p@55w04d,2,HH77
19:40:59.825: Awarded: 0 pts
19:40:59.831: Message received: teamAwesome,p@55w04d,3,NA17
19:40:59.836: Awarded: 6 pts
19:40:59.841: Message received: teamAwesome,p@55w04d,4,WHJ7
19:40:59.847: Awarded: 0 pts
19:40:59.852: Message received: teamAwesome,p@55w04d,5,AL28
19:40:59.856: Awarded: 6 pts
19:40:59.858: Message received: teamAwesome,p@55w04d,6,HH88
19:40:59.863: Awarded: 0 pts
19:41:00.001: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.007: Awarded: 0 pts
19:41:00.016: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.022: Awarded: 0 pts
19:41:00.024: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.027: Awarded: 6 pts
19:41:00.039: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.044: Awarded: 0 pts
19:41:00.049: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.054: Awarded: 6 pts
19:41:00.060: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.065: Awarded: 0 pts
19:41:00.142: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.157: Awarded: 0 pts
19:41:00.167: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.177: Awarded: 0 pts
19:41:00.182: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.196: Awarded: 6 pts
19:41:00.206: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.213: Awarded: 0 pts
19:41:00.222: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.232: Awarded: 6 pts
19:41:00.236: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.239: Awarded: 0 pts
19:41:00.328: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.332: Awarded: 0 pts
19:41:00.334: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.336: Awarded: 0 pts
19:41:00.338: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.341: Awarded: 6 pts
19:41:00.344: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.346: Awarded: 0 pts
19:41:00.349: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.352: Awarded: 6 pts
19:41:00.359: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.361: Awarded: 0 pts
19:41:00.531: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.534: Awarded: 0 pts
19:41:00.538: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.540: Awarded: 0 pts
19:41:00.543: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.545: Awarded: 6 pts
19:41:00.551: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.555: Awarded: 0 pts
19:41:00.558: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.560: Awarded: 6 pts
19:41:00.563: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.569: Awarded: 0 pts
19:41:00.647: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.650: Awarded: 0 pts
19:41:00.652: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.656: Awarded: 0 pts
19:41:00.662: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.667: Awarded: 6 pts
19:41:00.674: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.682: Awarded: 0 pts
19:41:00.689: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.693: Awarded: 6 pts
19:41:00.700: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.707: Awarded: 0 pts
19:41:00.786: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.788: Awarded: 0 pts
19:41:00.792: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.800: Awarded: 0 pts
19:41:00.806: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.813: Awarded: 6 pts
19:41:00.818: Message received: teamAwesome,p@55w04d,4,WHJ7
