19:26:30.276: Position 1: BY94
19:29:38.551: Message received: teamAwesome,p@55w04d,6,DN82
19:29:38.555: Awarded: 0 pts
19:29:38.626: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:38.631: Awarded: 0 pts
19:29:38.638: Message received: teamAwesome,p@55w04d,2,GC76
19:29:38.650: Awarded: 6 pts
19:29:38.658: Message received: teamAwesome,p@55w04d,3,FI35
19:29:38.666: Awarded: 0 pts
19:29:38.670: Message received: teamAwesome,p@55w04d,4,5441
19:29:38.676: Awarded: 0 pts
19:29:38.681: Message received: teamAwesome,p@55w04d,5,FI35
19:29:38.687: Awarded: 6 pts
19:29:38.690: Message received: teamAwesome,p@55w04d,6,DN82
19:29:38.694: Awarded: 0 pts
19:29:38.733: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:38.739: Awarded: 0 pts
19:29:38.742: Message received: teamAwesome,p@55w04d,2,GC76
19:29:38.751: Awarded: 6 pts
19:29:38.759: Message received: teamAwesome,p@55w04d,3,FI35
19:29:38.767: Awarded: 0 pts
19:29:38.774: Message received: teamAwesome,p@55w04d,4,5441
19:29:38.783: Awarded: 0 pts
19:29:38.794: Message received: teamAwesome,p@55w04d,5,FI35
19:29:38.801: Awarded: 6 pts
19:29:38.805: Message received: teamAwesome,p@55w04d,6,DN82
19:29:38.810: Awarded: 0 pts
19:29:38.909: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:38.915: Awarded: 0 pts
19:29:38.919: Message received: teamAwesome,p@55w04d,2,GC76
19:29:38.924: Awarded: 6 pts
19:29:38.931: Message received: teamAwesome,p@55w04d,3,FI35
19:29:38.938: Awarded: 0 pts
19:29:38.943: Message received: teamAwesome,p@55w04d,4,5441
19:29:38.953: Awarded: 0 pts
19:29:38.958: Message received: teamAwesome,p@55w04d,5,FI35
19:29:38.969: Awarded: 6 pts
19:29:38.979: Message received: teamAwesome,p@55w04d,6,DN82
19:29:38.985: Awarded: 0 pts
19:29:39.040: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.044: Awarded: 0 pts
19:29:39.049: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.056: Awarded: 6 pts
19:29:39.068: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.078: Awarded: 0 pts
19:29:39.087: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.096: Awarded: 0 pts
19:29:39.106: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.115: Awarded: 6 pts
19:29:39.125: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.133: Awarded: 0 pts
19:29:39.174: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.182: Awarded: 0 pts
19:29:39.187: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.193: Awarded: 6 pts
19:29:39.198: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.204: Awarded: 0 pts
19:29:39.209: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.215: Awarded: 0 pts
19:29:39.219: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.224: Awarded: 6 pts
19:29:39.229: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.235: Awarded: 0 pts
19:29:39.297: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.301: Awarded: 0 pts
19:29:39.308: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.315: Awarded: 6 pts
19:29:39.326: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.332: Awarded: 0 pts
19:29:39.339: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.346: Awarded: 0 pts
19:29:39.353: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.368: Awarded: 6 pts
19:29:39.375: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.383: Awarded: 0 pts
19:29:39.437: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.442: Awarded: 0 pts
19:29:39.453: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.457: Awarded: 6 pts
19:29:39.466: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.471: Awarded: 0 pts
19:29:39.476: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.480: Awarded: 0 pts
19:29:39.490: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.500: Awarded: 6 pts
19:29:39.504: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.510: Awarded: 0 pts
19:29:39.543: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.548: Awarded: 0 pts
19:29:39.553: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.563: Awarded: 6 pts
19:29:39.573: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.580: Awarded: 0 pts
19:29:39.586: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.590: Awarded: 0 pts
19:29:39.595: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.600: Awarded: 6 pts
19:29:39.605: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.610: Awarded: 0 pts
19:29:39.760: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.766: Awarded: 0 pts
19:29:39.771: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.779: Awarded: 6 pts
19:29:39.786: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.792: Awarded: 0 pts
19:29:39.797: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.803: Awarded: 0 pts
19:29:39.809: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.813: Awarded: 6 pts
19:29:39.818: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.823: Awarded: 0 pts
19:29:39.844: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.851: Awarded: 0 pts
19:29:39.858: Message received: teamAwesome,p@55w04d,2,GC76
19:29:39.865: Awarded: 6 pts
19:29:39.873: Message received: teamAwesome,p@55w04d,3,FI35
19:29:39.880: Awarded: 0 pts
19:29:39.885: Message received: teamAwesome,p@55w04d,4,5441
19:29:39.891: Awarded: 0 pts
19:29:39.897: Message received: teamAwesome,p@55w04d,5,FI35
19:29:39.902: Awarded: 6 pts
19:29:39.906: Message received: teamAwesome,p@55w04d,6,DN82
19:29:39.914: Awarded: 0 pts
19:29:39.989: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:39.993: Awarded: 0 pts
19:29:39.999: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.006: Awarded: 6 pts
19:29:40.011: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.017: Awarded: 0 pts
19:29:40.021: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.026: Awarded: 0 pts
19:29:40.032: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.038: Awarded: 6 pts
19:29:40.045: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.052: Awarded: 0 pts
19:29:40.102: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.118: Awarded: 0 pts
19:29:40.132: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.141: Awarded: 6 pts
19:29:40.148: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.154: Awarded: 0 pts
19:29:40.162: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.170: Awarded: 0 pts
19:29:40.176: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.181: Awarded: 6 pts
19:29:40.187: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.191: Awarded: 0 pts
19:29:40.316: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.320: Awarded: 0 pts
19:29:40.324: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.339: Awarded: 6 pts
19:29:40.350: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.355: Awarded: 0 pts
19:29:40.361: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.365: Awarded: 0 pts
19:29:40.370: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.375: Awarded: 6 pts
19:29:40.381: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.386: Awarded: 0 pts
19:29:40.392: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.397: Awarded: 0 pts
19:29:40.402: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.408: Awarded: 6 pts
19:29:40.413: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.418: Awarded: 0 pts
19:29:40.430: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.437: Awarded: 0 pts
19:29:40.441: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.444: Awarded: 6 pts
19:29:40.448: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.452: Awarded: 0 pts
19:29:40.543: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.555: Awarded: 0 pts
19:29:40.568: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.579: Awarded: 6 pts
19:29:40.591: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.604: Awarded: 0 pts
19:29:40.616: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.624: Awarded: 0 pts
19:29:40.628: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.634: Awarded: 6 pts
19:29:40.639: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.645: Awarded: 0 pts
19:29:40.674: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.682: Awarded: 0 pts
19:29:40.696: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.708: Awarded: 6 pts
19:29:40.713: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.719: Awarded: 0 pts
19:29:40.726: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.733: Awarded: 0 pts
19:29:40.739: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.746: Awarded: 6 pts
19:29:40.751: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.754: Awarded: 0 pts
19:29:40.866: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:40.870: Awarded: 0 pts
19:29:40.881: Message received: teamAwesome,p@55w04d,2,GC76
19:29:40.904: Awarded: 6 pts
19:29:40.913: Message received: teamAwesome,p@55w04d,3,FI35
19:29:40.928: Awarded: 0 pts
19:29:40.935: Message received: teamAwesome,p@55w04d,4,5441
19:29:40.946: Awarded: 0 pts
19:29:40.954: Message received: teamAwesome,p@55w04d,5,FI35
19:29:40.959: Awarded: 6 pts
19:29:40.963: Message received: teamAwesome,p@55w04d,6,DN82
19:29:40.967: Awarded: 0 pts
19:29:40.997: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.002: Awarded: 0 pts
19:29:41.007: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.011: Awarded: 6 pts
19:29:41.017: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.021: Awarded: 0 pts
19:29:41.027: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.032: Awarded: 0 pts
19:29:41.037: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.041: Awarded: 6 pts
19:29:41.050: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.054: Awarded: 0 pts
19:29:41.090: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.095: Awarded: 0 pts
19:29:41.101: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.108: Awarded: 6 pts
19:29:41.118: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.125: Awarded: 0 pts
19:29:41.132: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.140: Awarded: 0 pts
19:29:41.148: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.156: Awarded: 6 pts
19:29:41.162: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.169: Awarded: 0 pts
19:29:41.192: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.200: Awarded: 0 pts
19:29:41.209: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.215: Awarded: 6 pts
19:29:41.224: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.230: Awarded: 0 pts
19:29:41.241: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.246: Awarded: 0 pts
19:29:41.252: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.258: Awarded: 6 pts
19:29:41.264: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.269: Awarded: 0 pts
19:29:41.352: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.356: Awarded: 0 pts
19:29:41.361: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.364: Awarded: 6 pts
19:29:41.368: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.371: Awarded: 0 pts
19:29:41.376: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.383: Awarded: 0 pts
19:29:41.389: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.395: Awarded: 6 pts
19:29:41.400: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.405: Awarded: 0 pts
19:29:41.473: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.481: Awarded: 0 pts
19:29:41.489: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.496: Awarded: 6 pts
19:29:41.502: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.508: Awarded: 0 pts
19:29:41.514: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.519: Awarded: 0 pts
19:29:41.526: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.533: Awarded: 6 pts
19:29:41.538: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.545: Awarded: 0 pts
19:29:41.568: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.577: Awarded: 0 pts
19:29:41.586: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.596: Awarded: 6 pts
19:29:41.614: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.621: Awarded: 0 pts
19:29:41.626: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.632: Awarded: 0 pts
19:29:41.639: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.645: Awarded: 6 pts
19:29:41.649: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.653: Awarded: 0 pts
19:29:41.723: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.740: Awarded: 0 pts
19:29:41.754: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.765: Awarded: 6 pts
19:29:41.773: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.782: Awarded: 0 pts
19:29:41.793: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.802: Awarded: 0 pts
19:29:41.809: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.815: Awarded: 6 pts
19:29:41.821: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.829: Awarded: 0 pts
19:29:41.850: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.859: Awarded: 0 pts
19:29:41.866: Message received: teamAwesome,p@55w04d,2,GC76
19:29:41.874: Awarded: 6 pts
19:29:41.883: Message received: teamAwesome,p@55w04d,3,FI35
19:29:41.892: Awarded: 0 pts
19:29:41.899: Message received: teamAwesome,p@55w04d,4,5441
19:29:41.905: Awarded: 0 pts
19:29:41.912: Message received: teamAwesome,p@55w04d,5,FI35
19:29:41.917: Awarded: 6 pts
19:29:41.923: Message received: teamAwesome,p@55w04d,6,DN82
19:29:41.927: Awarded: 0 pts
19:29:41.981: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:41.986: Awarded: 0 pts
19:29:41.990: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.000: Awarded: 6 pts
19:29:42.010: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.019: Awarded: 0 pts
19:29:42.028: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.039: Awarded: 0 pts
19:29:42.045: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.050: Awarded: 6 pts
19:29:42.056: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.061: Awarded: 0 pts
19:29:42.119: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.123: Awarded: 0 pts
19:29:42.143: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.161: Awarded: 6 pts
19:29:42.172: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.182: Awarded: 0 pts
19:29:42.189: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.197: Awarded: 0 pts
19:29:42.203: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.210: Awarded: 6 pts
19:29:42.213: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.218: Awarded: 0 pts
19:29:42.232: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.248: Awarded: 0 pts
19:29:42.257: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.268: Awarded: 6 pts
19:29:42.276: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.283: Awarded: 0 pts
19:29:42.286: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.293: Awarded: 0 pts
19:29:42.297: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.301: Awarded: 6 pts
19:29:42.306: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.310: Awarded: 0 pts
19:29:42.346: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.358: Awarded: 0 pts
19:29:42.375: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.388: Awarded: 6 pts
19:29:42.397: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.403: Awarded: 0 pts
19:29:42.414: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.421: Awarded: 0 pts
19:29:42.426: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.431: Awarded: 6 pts
19:29:42.436: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.441: Awarded: 0 pts
19:29:42.477: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.481: Awarded: 0 pts
19:29:42.494: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.499: Awarded: 6 pts
19:29:42.505: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.509: Awarded: 0 pts
19:29:42.514: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.519: Awarded: 0 pts
19:29:42.526: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.531: Awarded: 6 pts
19:29:42.535: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.539: Awarded: 0 pts
19:29:42.600: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.605: Awarded: 0 pts
19:29:42.614: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.627: Awarded: 6 pts
19:29:42.636: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.646: Awarded: 0 pts
19:29:42.660: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.667: Awarded: 0 pts
19:29:42.673: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.678: Awarded: 6 pts
19:29:42.682: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.688: Awarded: 0 pts
19:29:42.759: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.763: Awarded: 0 pts
19:29:42.768: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.780: Awarded: 6 pts
19:29:42.792: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.801: Awarded: 0 pts
19:29:42.806: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.811: Awarded: 0 pts
19:29:42.821: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.829: Awarded: 6 pts
19:29:42.837: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.847: Awarded: 0 pts
19:29:42.889: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:42.896: Awarded: 0 pts
19:29:42.902: Message received: teamAwesome,p@55w04d,2,GC76
19:29:42.909: Awarded: 6 pts
19:29:42.914: Message received: teamAwesome,p@55w04d,3,FI35
19:29:42.919: Awarded: 0 pts
19:29:42.924: Message received: teamAwesome,p@55w04d,4,5441
19:29:42.928: Awarded: 0 pts
19:29:42.935: Message received: teamAwesome,p@55w04d,5,FI35
19:29:42.940: Awarded: 6 pts
19:29:42.945: Message received: teamAwesome,p@55w04d,6,DN82
19:29:42.950: Awarded: 0 pts
19:29:43.042: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.047: Awarded: 0 pts
19:29:43.051: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.062: Awarded: 6 pts
19:29:43.069: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.079: Awarded: 0 pts
19:29:43.086: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.094: Awarded: 0 pts
19:29:43.100: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.105: Awarded: 6 pts
19:29:43.110: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.115: Awarded: 0 pts
19:29:43.151: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.159: Awarded: 0 pts
19:29:43.163: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.167: Awarded: 6 pts
19:29:43.172: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.178: Awarded: 0 pts
19:29:43.182: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.189: Awarded: 0 pts
19:29:43.195: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.201: Awarded: 6 pts
19:29:43.204: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.208: Awarded: 0 pts
19:29:43.266: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.272: Awarded: 0 pts
19:29:43.278: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.291: Awarded: 6 pts
19:29:43.296: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.302: Awarded: 0 pts
19:29:43.307: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.312: Awarded: 0 pts
19:29:43.326: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.333: Awarded: 6 pts
19:29:43.337: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.341: Awarded: 0 pts
19:29:43.403: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.414: Awarded: 0 pts
19:29:43.422: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.427: Awarded: 6 pts
19:29:43.436: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.441: Awarded: 0 pts
19:29:43.446: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.452: Awarded: 0 pts
19:29:43.458: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.462: Awarded: 6 pts
19:29:43.466: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.471: Awarded: 0 pts
19:29:43.529: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.534: Awarded: 0 pts
19:29:43.538: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.546: Awarded: 6 pts
19:29:43.552: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.561: Awarded: 0 pts
19:29:43.574: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.579: Awarded: 0 pts
19:29:43.584: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.589: Awarded: 6 pts
19:29:43.596: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.601: Awarded: 0 pts
19:29:43.678: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.682: Awarded: 0 pts
19:29:43.688: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.708: Awarded: 6 pts
19:29:43.713: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.720: Awarded: 0 pts
19:29:43.726: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.738: Awarded: 0 pts
19:29:43.742: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.748: Awarded: 6 pts
19:29:43.752: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.759: Awarded: 0 pts
19:29:43.853: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.858: Awarded: 0 pts
19:29:43.863: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.874: Awarded: 6 pts
19:29:43.879: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.885: Awarded: 0 pts
19:29:43.890: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.895: Awarded: 0 pts
19:29:43.904: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.911: Awarded: 6 pts
19:29:43.915: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.920: Awarded: 0 pts
19:29:43.933: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:43.939: Awarded: 0 pts
19:29:43.944: Message received: teamAwesome,p@55w04d,2,GC76
19:29:43.948: Awarded: 6 pts
19:29:43.956: Message received: teamAwesome,p@55w04d,3,FI35
19:29:43.963: Awarded: 0 pts
19:29:43.968: Message received: teamAwesome,p@55w04d,4,5441
19:29:43.973: Awarded: 0 pts
19:29:43.978: Message received: teamAwesome,p@55w04d,5,FI35
19:29:43.982: Awarded: 6 pts
19:29:43.986: Message received: teamAwesome,p@55w04d,6,DN82
19:29:43.990: Awarded: 0 pts
19:29:44.040: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.043: Awarded: 0 pts
19:29:44.048: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.065: Awarded: 6 pts
19:29:44.075: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.082: Awarded: 0 pts
19:29:44.096: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.104: Awarded: 0 pts
19:29:44.111: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.116: Awarded: 6 pts
19:29:44.125: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.130: Awarded: 0 pts
19:29:44.189: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.194: Awarded: 0 pts
19:29:44.203: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.210: Awarded: 6 pts
19:29:44.218: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.230: Awarded: 0 pts
19:29:44.239: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.245: Awarded: 0 pts
19:29:44.248: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.252: Awarded: 6 pts
19:29:44.257: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.263: Awarded: 0 pts
19:29:44.397: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.403: Awarded: 0 pts
19:29:44.412: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.419: Awarded: 6 pts
19:29:44.428: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.448: Awarded: 0 pts
19:29:44.454: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.459: Awarded: 0 pts
19:29:44.463: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.471: Awarded: 6 pts
19:29:44.481: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.487: Awarded: 0 pts
19:29:44.500: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.505: Awarded: 0 pts
19:29:44.511: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.517: Awarded: 6 pts
19:29:44.524: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.530: Awarded: 0 pts
19:29:44.543: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.549: Awarded: 0 pts
19:29:44.553: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.558: Awarded: 6 pts
19:29:44.563: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.568: Awarded: 0 pts
19:29:44.619: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.623: Awarded: 0 pts
19:29:44.629: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.635: Awarded: 6 pts
19:29:44.643: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.651: Awarded: 0 pts
