19:42:20.411: Position 1: JE45
19:44:26.161: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.164: Awarded: 6 pts
19:44:26.170: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.173: Awarded: 0 pts
19:44:26.179: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.181: Awarded: 6 pts
19:44:26.185: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.190: Awarded: 0 pts
19:44:26.195: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.196: Awarded: 0 pts
19:44:26.200: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.201: Awarded: 0 pts
19:44:26.204: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.206: Awarded: 6 pts
19:44:26.209: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.212: Awarded: 0 pts
19:44:26.215: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.218: Awarded: 6 pts
19:44:26.220: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.223: Awarded: 0 pts
19:44:26.238: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.241: Awarded: 0 pts
19:44:26.245: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.250: Awarded: 0 pts
19:44:26.254: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.258: Awarded: 6 pts
19:44:26.261: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.266: Awarded: 0 pts
19:44:26.271: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.278: Awarded: 6 pts
19:44:26.285: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.292: Awarded: 0 pts
19:44:26.350: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.352: Awarded: 0 pts
19:44:26.356: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.358: Awarded: 0 pts
19:44:26.360: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.361: Awarded: 6 pts
19:44:26.363: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.369: Awarded: 0 pts
19:44:26.371: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.374: Awarded: 6 pts
19:44:26.379: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.380: Awarded: 0 pts
19:44:26.512: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.514: Awarded: 0 pts
19:44:26.523: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.531: Awarded: 0 pts
19:44:26.536: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.545: Awarded: 6 pts
19:44:26.548: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.554: Awarded: 0 pts
19:44:26.559: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.562: Awarded: 6 pts
19:44:26.574: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.579: Awarded: 0 pts
19:44:26.654: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.656: Awarded: 0 pts
19:44:26.659: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.663: Awarded: 0 pts
19:44:26.669: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.672: Awarded: 6 pts
19:44:26.677: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.683: Awarded: 0 pts
19:44:26.688: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.691: Awarded: 6 pts
19:44:26.695: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.698: Awarded: 0 pts
19:44:26.817: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:26.822: Awarded: 0 pts
19:44:26.830: Message received: teamAwesome,p@55w04d,2,GH11
19:44:26.838: Awarded: 0 pts
19:44:26.844: Message received: teamAwesome,p@55w04d,3,KC11
19:44:26.862: Awarded: 6 pts
19:44:26.870: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:26.874: Awarded: 0 pts
19:44:26.880: Message received: teamAwesome,p@55w04d,5,XT17
19:44:26.887: Awarded: 6 pts
19:44:26.890: Message received: teamAwesome,p@55w04d,6,IH87
19:44:26.901: Awarded: 0 pts
19:44:27.017: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.020: Awarded: 0 pts
19:44:27.021: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.032: Awarded: 0 pts
19:44:27.035: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.044: Awarded: 6 pts
19:44:27.051: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.053: Awarded: 0 pts
19:44:27.056: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.064: Awarded: 6 pts
19:44:27.071: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.077: Awarded: 0 pts
19:44:27.215: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.219: Awarded: 0 pts
19:44:27.220: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.222: Awarded: 0 pts
19:44:27.225: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.235: Awarded: 6 pts
19:44:27.239: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.247: Awarded: 0 pts
19:44:27.259: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.260: Awarded: 6 pts
19:44:27.263: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.265: Awarded: 0 pts
19:44:27.396: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.401: Awarded: 0 pts
19:44:27.403: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.405: Awarded: 0 pts
19:44:27.413: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.418: Awarded: 6 pts
19:44:27.426: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.431: Awarded: 0 pts
19:44:27.434: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.441: Awarded: 6 pts
19:44:27.445: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.450: Awarded: 0 pts
19:44:27.624: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.625: Awarded: 0 pts
19:44:27.629: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.632: Awarded: 0 pts
19:44:27.633: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.642: Awarded: 6 pts
19:44:27.647: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.650: Awarded: 0 pts
19:44:27.654: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.658: Awarded: 6 pts
19:44:27.664: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.666: Awarded: 0 pts
19:44:27.759: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.763: Awarded: 0 pts
19:44:27.766: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.768: Awarded: 0 pts
19:44:27.771: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.775: Awarded: 6 pts
19:44:27.778: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.780: Awarded: 0 pts
19:44:27.783: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.786: Awarded: 6 pts
19:44:27.790: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.793: Awarded: 0 pts
19:44:27.926: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:27.928: Awarded: 0 pts
19:44:27.930: Message received: teamAwesome,p@55w04d,2,GH11
19:44:27.936: Awarded: 0 pts
19:44:27.942: Message received: teamAwesome,p@55w04d,3,KC11
19:44:27.950: Awarded: 6 pts
19:44:27.956: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:27.964: Awarded: 0 pts
19:44:27.972: Message received: teamAwesome,p@55w04d,5,XT17
19:44:27.979: Awarded: 6 pts
19:44:27.981: Message received: teamAwesome,p@55w04d,6,IH87
19:44:27.987: Awarded: 0 pts
19:44:28.149: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:28.152: Awarded: 0 pts
19:44:28.154: Message received: teamAwesome,p@55w04d,2,GH11
19:44:28.156: Awarded: 0 pts
19:44:28.160: Message received: teamAwesome,p@55w04d,3,KC11
19:44:28.164: Awarded: 6 pts
19:44:28.167: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:28.170: Awarded: 0 pts
19:44:28.177: Message received: teamAwesome,p@55w04d,5,XT17
19:44:28.181: Awarded: 6 pts
19:44:28.184: Message received: teamAwesome,p@55w04d,6,IH87
19:44:28.187: Awarded: 0 pts
19:44:28.330: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:28.332: Awarded: 0 pts
19:44:28.334: Message received: teamAwesome,p@55w04d,2,GH11
19:44:28.337: Awarded: 0 pts
19:44:28.344: Message received: teamAwesome,p@55w04d,3,KC11
19:44:28.348: Awarded: 6 pts
19:44:28.360: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:28.368: Awarded: 0 pts
19:44:28.376: Message received: teamAwesome,p@55w04d,5,XT17
19:44:28.384: Awarded: 6 pts
19:44:28.388: Message received: teamAwesome,p@55w04d,6,IH87
19:44:28.392: Awarded: 0 pts
19:44:28.483: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:28.485: Awarded: 0 pts
19:44:28.488: Message received: teamAwesome,p@55w04d,2,GH11
19:44:28.493: Awarded: 0 pts
19:44:28.496: Message received: teamAwesome,p@55w04d,3,KC11
19:44:28.504: Awarded: 6 pts
19:44:28.512: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:28.516: Awarded: 0 pts
19:44:28.521: Message received: teamAwesome,p@55w04d,5,XT17
19:44:28.525: Awarded: 6 pts
19:44:28.530: Message received: teamAwesome,p@55w04d,6,IH87
19:44:28.535: Awarded: 0 pts
19:44:28.659: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:28.662: Awarded: 0 pts
19:44:28.698: Message received: teamAwesome,p@55w04d,2,GH11
19:44:28.703: Awarded: 0 pts
19:44:28.705: Message received: teamAwesome,p@55w04d,3,KC11
19:44:28.707: Awarded: 6 pts
19:44:28.711: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:28.720: Awarded: 0 pts
19:44:28.731: Message received: teamAwesome,p@55w04d,5,XT17
19:44:28.735: Awarded: 6 pts
19:44:28.741: Message received: teamAwesome,p@55w04d,6,IH87
19:44:28.747: Awarded: 0 pts
19:44:28.845: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:28.848: Awarded: 0 pts
19:44:28.850: Message received: teamAwesome,p@55w04d,2,GH11
19:44:28.852: Awarded: 0 pts
19:44:28.855: Message received: teamAwesome,p@55w04d,3,KC11
19:44:28.859: Awarded: 6 pts
19:44:28.863: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:28.865: Awarded: 0 pts
19:44:28.867: Message received: teamAwesome,p@55w04d,5,XT17
19:44:28.877: Awarded: 6 pts
19:44:28.878: Message received: teamAwesome,p@55w04d,6,IH87
19:44:28.879: Awarded: 0 pts
19:44:29.052: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.054: Awarded: 0 pts
19:44:29.056: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.059: Awarded: 0 pts
19:44:29.061: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.063: Awarded: 6 pts
19:44:29.067: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.069: Awarded: 0 pts
19:44:29.071: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.073: Awarded: 6 pts
19:44:29.075: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.079: Awarded: 0 pts
19:44:29.282: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.286: Awarded: 0 pts
19:44:29.290: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.299: Awarded: 0 pts
19:44:29.314: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.327: Awarded: 6 pts
19:44:29.329: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.330: Awarded: 0 pts
19:44:29.332: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.339: Awarded: 6 pts
19:44:29.345: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.348: Awarded: 0 pts
19:44:29.351: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.354: Awarded: 0 pts
19:44:29.356: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.362: Awarded: 0 pts
19:44:29.365: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.368: Awarded: 6 pts
19:44:29.375: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.377: Awarded: 0 pts
19:44:29.384: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.386: Awarded: 6 pts
19:44:29.387: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.391: Awarded: 0 pts
19:44:29.563: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.565: Awarded: 0 pts
19:44:29.567: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.576: Awarded: 0 pts
19:44:29.579: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.583: Awarded: 6 pts
19:44:29.585: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.588: Awarded: 0 pts
19:44:29.593: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.596: Awarded: 6 pts
19:44:29.599: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.606: Awarded: 0 pts
19:44:29.712: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.714: Awarded: 0 pts
19:44:29.717: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.719: Awarded: 0 pts
19:44:29.729: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.739: Awarded: 6 pts
19:44:29.756: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.762: Awarded: 0 pts
19:44:29.766: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.767: Awarded: 6 pts
19:44:29.778: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.780: Awarded: 0 pts
19:44:29.887: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:29.889: Awarded: 0 pts
19:44:29.892: Message received: teamAwesome,p@55w04d,2,GH11
19:44:29.895: Awarded: 0 pts
19:44:29.905: Message received: teamAwesome,p@55w04d,3,KC11
19:44:29.915: Awarded: 6 pts
19:44:29.921: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:29.928: Awarded: 0 pts
19:44:29.933: Message received: teamAwesome,p@55w04d,5,XT17
19:44:29.936: Awarded: 6 pts
19:44:29.941: Message received: teamAwesome,p@55w04d,6,IH87
19:44:29.943: Awarded: 0 pts
19:44:30.065: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.067: Awarded: 0 pts
19:44:30.069: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.071: Awarded: 0 pts
19:44:30.074: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.078: Awarded: 6 pts
19:44:30.080: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.088: Awarded: 0 pts
19:44:30.095: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.097: Awarded: 6 pts
19:44:30.102: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.107: Awarded: 0 pts
19:44:30.177: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.179: Awarded: 0 pts
19:44:30.181: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.183: Awarded: 0 pts
19:44:30.186: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.189: Awarded: 6 pts
19:44:30.192: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.195: Awarded: 0 pts
19:44:30.200: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.207: Awarded: 6 pts
19:44:30.209: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.214: Awarded: 0 pts
19:44:30.323: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.331: Awarded: 0 pts
19:44:30.334: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.373: Awarded: 0 pts
19:44:30.374: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.376: Awarded: 6 pts
19:44:30.378: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.384: Awarded: 0 pts
19:44:30.389: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.396: Awarded: 6 pts
19:44:30.400: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.415: Awarded: 0 pts
19:44:30.648: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.651: Awarded: 0 pts
19:44:30.655: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.661: Awarded: 0 pts
19:44:30.672: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.684: Awarded: 6 pts
19:44:30.690: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.705: Awarded: 0 pts
19:44:30.708: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.711: Awarded: 6 pts
19:44:30.712: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.715: Awarded: 0 pts
19:44:30.753: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.755: Awarded: 0 pts
19:44:30.758: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.761: Awarded: 0 pts
19:44:30.767: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.775: Awarded: 6 pts
19:44:30.780: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.784: Awarded: 0 pts
19:44:30.790: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.794: Awarded: 6 pts
19:44:30.801: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.807: Awarded: 0 pts
19:44:30.922: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:30.925: Awarded: 0 pts
19:44:30.928: Message received: teamAwesome,p@55w04d,2,GH11
19:44:30.930: Awarded: 0 pts
19:44:30.932: Message received: teamAwesome,p@55w04d,3,KC11
19:44:30.935: Awarded: 6 pts
19:44:30.937: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:30.939: Awarded: 0 pts
19:44:30.944: Message received: teamAwesome,p@55w04d,5,XT17
19:44:30.950: Awarded: 6 pts
19:44:30.952: Message received: teamAwesome,p@55w04d,6,IH87
19:44:30.955: Awarded: 0 pts
19:44:31.065: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.068: Awarded: 0 pts
19:44:31.070: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.071: Awarded: 0 pts
19:44:31.073: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.075: Awarded: 6 pts
19:44:31.079: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.083: Awarded: 0 pts
19:44:31.089: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.096: Awarded: 6 pts
19:44:31.101: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.106: Awarded: 0 pts
19:44:31.223: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.227: Awarded: 0 pts
19:44:31.229: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.231: Awarded: 0 pts
19:44:31.234: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.237: Awarded: 6 pts
19:44:31.241: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.248: Awarded: 0 pts
19:44:31.259: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.267: Awarded: 6 pts
19:44:31.269: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.272: Awarded: 0 pts
19:44:31.356: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.361: Awarded: 0 pts
19:44:31.362: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.364: Awarded: 0 pts
19:44:31.370: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.373: Awarded: 6 pts
19:44:31.379: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.384: Awarded: 0 pts
19:44:31.389: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.393: Awarded: 6 pts
19:44:31.400: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.403: Awarded: 0 pts
19:44:31.607: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.611: Awarded: 0 pts
19:44:31.612: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.614: Awarded: 0 pts
19:44:31.617: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.624: Awarded: 6 pts
19:44:31.629: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.637: Awarded: 0 pts
19:44:31.642: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.649: Awarded: 6 pts
19:44:31.651: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.655: Awarded: 0 pts
19:44:31.704: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.707: Awarded: 0 pts
19:44:31.712: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.715: Awarded: 0 pts
19:44:31.720: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.723: Awarded: 6 pts
19:44:31.727: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.733: Awarded: 0 pts
19:44:31.736: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.741: Awarded: 6 pts
19:44:31.745: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.749: Awarded: 0 pts
19:44:31.817: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:31.819: Awarded: 0 pts
19:44:31.833: Message received: teamAwesome,p@55w04d,2,GH11
19:44:31.835: Awarded: 0 pts
19:44:31.842: Message received: teamAwesome,p@55w04d,3,KC11
19:44:31.845: Awarded: 6 pts
19:44:31.853: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:31.859: Awarded: 0 pts
19:44:31.861: Message received: teamAwesome,p@55w04d,5,XT17
19:44:31.866: Awarded: 6 pts
19:44:31.875: Message received: teamAwesome,p@55w04d,6,IH87
19:44:31.880: Awarded: 0 pts
19:44:32.049: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.052: Awarded: 0 pts
19:44:32.057: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.060: Awarded: 0 pts
19:44:32.064: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.067: Awarded: 6 pts
19:44:32.069: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.072: Awarded: 0 pts
19:44:32.075: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.078: Awarded: 6 pts
19:44:32.080: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.084: Awarded: 0 pts
19:44:32.126: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.128: Awarded: 0 pts
19:44:32.131: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.136: Awarded: 0 pts
19:44:32.139: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.145: Awarded: 6 pts
19:44:32.152: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.157: Awarded: 0 pts
19:44:32.161: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.168: Awarded: 6 pts
19:44:32.174: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.181: Awarded: 0 pts
19:44:32.357: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.359: Awarded: 0 pts
19:44:32.361: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.365: Awarded: 0 pts
19:44:32.368: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.377: Awarded: 6 pts
19:44:32.381: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.384: Awarded: 0 pts
19:44:32.389: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.392: Awarded: 6 pts
19:44:32.395: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.397: Awarded: 0 pts
19:44:32.538: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.540: Awarded: 0 pts
19:44:32.542: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.547: Awarded: 0 pts
19:44:32.548: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.552: Awarded: 6 pts
19:44:32.555: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.557: Awarded: 0 pts
19:44:32.563: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.569: Awarded: 6 pts
19:44:32.573: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.576: Awarded: 0 pts
19:44:32.646: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.648: Awarded: 0 pts
19:44:32.653: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.660: Awarded: 0 pts
19:44:32.663: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.670: Awarded: 6 pts
19:44:32.679: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.683: Awarded: 0 pts
19:44:32.688: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.701: Awarded: 6 pts
19:44:32.704: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.709: Awarded: 0 pts
19:44:32.790: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:32.797: Awarded: 0 pts
19:44:32.800: Message received: teamAwesome,p@55w04d,2,GH11
19:44:32.808: Awarded: 0 pts
19:44:32.812: Message received: teamAwesome,p@55w04d,3,KC11
19:44:32.820: Awarded: 6 pts
19:44:32.831: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:32.833: Awarded: 0 pts
19:44:32.837: Message received: teamAwesome,p@55w04d,5,XT17
19:44:32.842: Awarded: 6 pts
19:44:32.847: Message received: teamAwesome,p@55w04d,6,IH87
19:44:32.851: Awarded: 0 pts
19:44:33.039: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.041: Awarded: 0 pts
19:44:33.047: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.056: Awarded: 0 pts
19:44:33.059: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.061: Awarded: 6 pts
19:44:33.063: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.069: Awarded: 0 pts
19:44:33.075: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.077: Awarded: 6 pts
19:44:33.082: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.087: Awarded: 0 pts
19:44:33.127: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.133: Awarded: 0 pts
19:44:33.143: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.147: Awarded: 0 pts
19:44:33.155: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.158: Awarded: 6 pts
19:44:33.162: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.171: Awarded: 0 pts
19:44:33.175: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.178: Awarded: 6 pts
19:44:33.186: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.190: Awarded: 0 pts
19:44:33.331: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.334: Awarded: 0 pts
19:44:33.338: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.343: Awarded: 0 pts
19:44:33.351: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.358: Awarded: 6 pts
19:44:33.363: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.371: Awarded: 0 pts
19:44:33.378: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.392: Awarded: 6 pts
19:44:33.395: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.405: Awarded: 0 pts
19:44:33.570: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.572: Awarded: 0 pts
19:44:33.574: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.576: Awarded: 0 pts
19:44:33.579: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.585: Awarded: 6 pts
19:44:33.593: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.596: Awarded: 0 pts
